ID,item_cnt_month
196,0.54
197,3.95
198,1.11
199,0.0
200,0.0
201,0.0
202,0.2
203,1.09
204,0.73
205,0.0
206,0.0
207,0.06458436888413331
208,1.91
209,0.71
210,0.78
211,0.0637825109123837
212,0.0
213,0.54
214,0.1718859649122807
215,0.79
216,0.64
217,0.13
218,1.42
219,0.71
220,0.27
221,0.0
222,0.0
223,0.87
224,2.74
225,0.41
226,0.5233333333333333
227,0.0
228,1.2191973561354368
229,0.0
230,0.0
231,0.93
232,0.0
233,0.88
234,0.0
235,0.06386871384700103
236,0.53
237,1.4733333333333332
238,0.61
239,1.4816616672800889
240,0.39
241,0.21024276540453
242,0.0
243,0.0
244,0.0
245,0.315
246,1.91
247,0.74
248,0.7099999999999999
249,0.09074938945643275
250,0.6
251,0.6312957072018185
252,0.70375
253,1.26
254,0.71
255,7.18
256,0.0
257,0.23750000000000004
258,1.28
259,1.16
260,0.14539332064564264
261,0.0
262,0.21
263,0.0
264,0.19232142857142862
265,1.17
266,0.0
267,0.10833333333333334
268,0.05969267882138052
269,0.0
270,1.06
271,0.05739067279160622
272,0.01
273,0.42
274,15.68
275,0.0
276,0.22
277,2.18
278,0.06
279,0.2725
280,0.41766666666666674
281,0.10419464012876986
282,0.375
283,0.75
284,0.20666666666666667
285,0.79
286,0.0
287,1.18
288,0.45
289,0.18
290,0.0
291,0.10499442632530863
292,0.28
293,0.45
294,0.71
295,0.96
296,0.11352893393754203
297,0.06
298,0.0
299,0.0
300,0.09283724093244214
301,1.78
302,1.56
303,0.62
304,0.06858933540659543
305,0.06005587082784552
306,0.09
307,0.13
308,0.79
309,0.0
310,0.0
311,0.63
312,0.55
313,0.05
314,0.0
315,0.21
316,0.18666666666666668
317,1.68
318,0.0632571708477281
319,0.06
320,0.0
321,0.1848447802197802
322,0.41
323,0.2931237928737927
324,0.44
325,1.64
326,0.19399999999999998
327,0.0
328,0.0
329,0.87
330,0.0
331,0.0
332,0.08
333,0.34
334,0.55
335,0.48
336,0.14
337,0.6
338,0.34
339,0.2
340,0.140388879567285
341,0.03
342,0.0
343,0.62
344,0.10266666666666666
345,0.0
346,3.31
347,4.06
348,0.13
349,0.52
350,0.0
351,0.99
352,0.0
353,0.24662172141583893
354,0.0
355,0.0
356,1.26
357,0.85
358,0.30238095238095236
359,0.73
360,0.34
361,3.81
362,1.8
363,1.14
364,0.55
365,1.69
366,0.0
367,0.0
368,0.0
369,0.18
370,0.0
371,0.67
372,0.73
373,0.0
374,2.14
375,2.55
376,0.96
377,0.735
378,0.72
379,0.0
380,3.97
381,1.25
382,1.27
383,0.0
384,1.94
385,0.5666666666666667
386,0.47
387,0.0
388,0.26
389,0.0
390,0.0
391,0.04526799811254987
392,0.30125
393,0.67
394,0.0
395,0.0
396,1.97
397,0.8
398,0.0
399,0.6375
400,0.0
401,0.67
402,1.54
403,2.58
404,0.79
405,0.035027291549030684
406,0.06729346119996275
407,0.08540478965478963
408,0.5889761904761905
409,0.0
410,0.0
411,1.55
412,0.18065685776212084
413,0.46
414,0.0
415,3.134
416,0.0
417,0.0
418,0.0
419,0.0
420,0.94
421,4.54
422,0.56
423,0.93
424,0.04526012697375663
425,0.07844584371596756
426,0.0
427,0.0
428,1.11
429,0.59
430,0.52
431,0.55
432,0.07196309959390451
433,0.0
434,0.05450808994926642
435,1.1866666666666668
436,0.3114020668873609
437,0.53
438,0.42
439,0.15
440,0.11699999999999999
441,0.68
442,0.1
443,0.8085714285714286
444,0.05545525225897882
445,0.3
446,0.12
447,0.32
448,0.01
449,0.33
450,0.05
451,0.26107142857142857
452,0.49066666666666664
453,0.0775
454,0.73
455,0.69
456,0.58
457,0.0
458,1.64
459,1.07
460,19.37
461,1.15
462,0.51
463,0.13
464,0.96
465,0.0
466,0.0
467,0.0
468,0.0
469,0.71
470,0.21
471,0.36
472,0.08
473,0.0
474,0.08
475,1.44
476,0.0
477,0.2224808802308801
478,0.0
479,0.0
480,0.0
481,0.0
482,0.07261702992893594
483,0.22
484,0.93
485,0.74
486,1.37
487,0.17
488,0.0
489,3.56
490,0.01
491,0.0
492,0.78
493,0.0
494,0.08369047619047619
495,0.0
496,0.049731603784028494
497,0.0
498,4.84
499,0.0
500,0.0
501,0.8277500000000001
502,0.89
503,0.0
504,0.7
505,1.04
506,1.15
507,0.07333333333333333
508,1.6
509,0.6233333333333333
510,0.04
511,0.38
512,0.18
513,0.0
514,0.10135232921533227
515,0.0
516,0.01
517,0.49
518,0.66
519,0.96
520,1.18
521,0.31929545819677396
522,1.25
523,0.4
524,0.46130252100840335
525,0.56
526,0.37
527,0.555
528,0.06758800204185515
529,0.0
530,0.0
531,0.61
532,0.5325
533,0.04
534,0.0
535,0.15485014985014986
536,0.0
537,0.262
538,1.701491061398182
539,0.01
540,1.96
541,0.0
542,0.8829478563232435
543,0.061185550464178146
544,0.053531231380978976
545,0.0
546,0.7266666666666666
547,0.011538461538461537
548,0.051835435531109725
549,0.0
550,0.0
551,0.31
552,0.5866666666666667
553,0.1519394773613039
554,0.0
555,0.17
556,0.01
557,0.14133333333333334
558,0.0
559,0.673419635919636
560,0.29
561,1.18
562,0.32628171828171815
563,0.0
564,0.0
565,0.04
566,0.08
567,0.0
568,0.6233352839970489
569,0.6915505050505049
570,0.0
571,0.0
572,1.33
573,0.24
574,0.0
575,0.0
576,0.51
577,0.0
578,0.0
579,0.18
580,0.0
581,0.0
582,0.0
583,0.0
584,0.83
585,0.010895104895104897
586,0.0
587,2.23
588,3.51
589,0.79
590,0.35
591,0.4
592,3.18
593,0.125
594,0.155
595,0.21666666666666667
596,0.04
597,0.0
598,0.0
599,0.0
600,0.3857737525632263
601,0.17
602,0.0
603,0.1214208068075715
604,0.10333333333333332
605,0.19
606,0.07537266410060524
607,0.0
608,0.19210031635031627
609,0.82
610,0.91
611,0.78
612,0.0
613,0.0
614,0.0
615,1.13
616,0.68
617,0.6
618,0.53
619,0.0390087379766004
620,0.88
621,0.0
622,0.0
623,0.98
624,0.42
625,0.455
626,1.59
627,0.0
628,0.03
629,0.83
630,0.2
631,0.0
632,0.07225267475742002
633,0.0
634,4.895
635,0.67
636,0.0
637,0.07583333333333334
638,0.24
639,0.47
640,0.37
641,1.28
642,0.41416666666666674
643,0.0
644,0.07547825600611974
645,0.0
646,0.93
647,0.05187857364588416
648,0.0
649,0.08333333333333334
650,0.2758333333333333
651,1.41
652,0.0
653,0.03
654,0.3085421800421801
655,0.11
656,0.2475
657,0.0
658,0.0
659,0.2729985996116028
660,0.44
661,0.09
662,0.0
663,1.53
664,0.14461254998871098
665,0.2
666,0.175
667,0.0
668,0.63
669,0.71
670,0.26569516594516585
671,0.11090909090909092
672,0.12763636363636363
673,0.99
674,0.0
675,0.0
676,0.7944648407148407
677,0.98
678,0.36
679,0.87
680,0.0
681,0.0
682,0.7150377400377401
683,0.0
684,0.62
685,0.23
686,0.3833333333333333
687,0.34
688,0.15
689,0.0
690,0.0
691,0.000588235294117647
692,0.000588235294117647
693,0.38646897546897546
694,0.0
695,0.31
696,0.0
697,0.0
698,0.0
699,0.0
700,1.3
701,0.0
702,2.5
703,2.5
704,0.0
705,0.0
706,0.6358333333333334
707,0.0
708,0.0
709,2.21
710,0.04
711,0.19
712,0.0
713,3.55
714,0.23
715,0.0
716,0.66
717,0.27
718,0.0
719,0.0
720,0.0
721,0.5656666666666667
722,0.029435606060606058
723,2.23
724,0.09
725,0.4
726,2.12
727,1.73
728,0.0
729,0.84
730,0.03
731,0.06578518596126956
732,1.16
733,0.0
734,0.36
735,0.05
736,0.5
737,0.29
738,0.45
739,0.43
740,0.61
741,0.05417780684228053
742,0.0
743,1.085
744,0.96
745,0.71
746,0.23
747,0.73
748,1.11
749,0.0
750,0.95
751,0.40381349206349215
752,0.39
753,0.13186285936285932
754,2.01
755,0.34
756,0.0
757,0.145
758,0.06902319166266194
759,0.0
760,0.59
761,0.385
762,0.0
763,1.77
764,1.11
765,0.04571699853817232
766,0.07
767,1.61
768,0.2
769,0.19
770,0.0
771,0.0
772,0.33333333333333326
773,0.0
774,0.0
775,0.0
776,0.04
777,0.04
778,0.0
779,1.67
780,0.0
781,1.67
782,0.5
783,1.15
784,0.0
785,1.02
786,1.96
787,1.47
788,0.0
789,1.72
790,0.0
791,0.0
792,0.0
793,4.96
794,0.0
795,0.0
796,0.0
797,1.11
798,0.0
799,1.7566666666666666
800,0.38
801,0.12104996744205923
802,0.0
803,0.0
804,0.455
805,0.0
806,0.365118306672015
807,1.04
808,0.36
809,0.0
810,0.3
811,0.79
812,0.06
813,0.0443619506792545
814,0.06370376604570302
815,1.27
816,0.4
817,0.0
818,0.0
819,0.44
820,1.21
821,0.0
822,0.32
823,0.0
824,0.23
825,0.07
826,0.38
827,0.0
828,0.15298681439819203
829,0.02
830,0.82
831,0.63
832,0.1865
833,1.23
834,0.08
835,0.15
836,0.0
837,0.69
838,0.13
839,0.0
840,0.0
841,0.62
842,0.05563904877672484
843,0.0
844,1.46
845,0.0
846,0.1625
847,0.12583333333333335
848,0.38
849,0.07210772801330073
850,0.52
851,0.0
852,0.91
853,0.0
854,0.31333333333333335
855,1.05
856,0.74
857,1.4
858,0.0
859,0.47
860,0.21494119769119763
861,0.0
862,0.045
863,0.4
864,0.33833333333333326
865,0.895
866,0.58
867,0.05155795978113341
868,1.28
869,0.01
870,0.66
871,0.04
872,0.12
873,0.54
874,0.37
875,0.66
876,0.7
877,0.07364541653039429
878,0.0
879,0.7
880,0.012104700854700856
881,1.4033333333333333
882,0.55
883,1.37
884,0.35
885,1.12
886,0.6580952380952381
887,0.56
888,0.29
889,0.0
890,0.4
891,0.4
892,0.12
893,0.08905902430902429
894,0.17
895,0.11333333333333334
896,0.0
897,0.14453174603174607
898,0.37298991531344455
899,0.21
900,0.1774909955026054
901,2.53
902,0.05403060387300188
903,0.0
904,0.91
905,1.04
906,3.01
907,0.15
908,0.39
909,0.0
910,0.3625952380952381
911,0.08
912,0.94
913,0.59
914,0.0
915,0.3
916,0.28
917,0.08489528054504833
918,0.07045422971234654
919,0.79
920,0.0
921,1.05
922,0.0495698847926974
923,0.054907210786812655
924,0.32
925,0.25
926,0.36333333333333334
927,0.11
928,0.7
929,0.95
930,0.0
931,0.0
932,0.52
933,0.43
934,0.0
935,0.19
936,0.3616666666666667
937,2.04
938,0.68
939,0.72
940,0.85
941,0.46
942,0.0
943,0.5276666666666666
944,0.20572973651673007
945,0.0
946,0.4575
947,0.0
948,0.11
949,0.591321565689213
950,0.10333333333333333
951,0.0
952,0.0695183894059954
953,0.0
954,0.23
955,0.05
956,0.6701343101343101
957,0.05121397864485761
958,1.13
959,0.0
960,0.0
961,0.51
962,0.43499999999999994
963,0.02
964,0.98
965,0.0
966,0.48
967,0.0
968,0.0
969,0.0
970,0.0
971,0.06427679811439062
972,0.12440001151015412
973,0.69
974,0.3016666666666667
975,0.07179987736721478
976,0.03
977,0.79
978,0.5311539987789988
979,1.38
980,0.5
981,0.39
982,1.55
983,0.10408002184434072
984,0.0
985,1.16
986,0.55
987,0.79
988,0.0
989,0.0
990,0.0
991,0.14
992,0.15
993,1.18
994,1.38
995,0.3840189326530632
996,0.0
997,0.5354062742812744
998,0.42199999999999993
999,0.21616391941391946
1000,0.69
1001,0.052719298245614034
1002,0.51
1003,0.0
1004,0.02
1005,0.2
1006,0.0
1007,0.0
1008,0.7171428571428571
1009,0.115
1010,0.013333333333333332
1011,0.29
1012,0.34
1013,3.18
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.16317336361608806
1019,0.9866666666666667
1020,0.0
1021,0.21
1022,0.07034918225049804
1023,0.2501904761904762
1024,0.45
1025,0.06786434224119307
1026,0.46
1027,0.009000000000000001
1028,0.0
1029,0.23309146409146408
1030,0.1994365911865912
1031,1.15
1032,1.4
1033,0.0
1034,0.43
1035,0.2225
1036,0.09819243746449624
1037,1.44
1038,0.0
1039,0.11957812536620586
1040,0.67
1041,0.0
1042,0.0
1043,0.13616666666666663
1044,0.2
1045,0.003333333333333333
1046,0.55
1047,0.22
1048,0.02
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.51
1056,0.5793333333333333
1057,0.0
1058,0.0
1059,1.95
1060,0.51
1061,0.0
1062,0.0
1063,0.01
1064,0.455
1065,0.40862859934183454
1066,0.18
1067,0.09
1068,0.25633333333333336
1069,0.6669999999999999
1070,0.49
1071,0.0809090909090909
1072,0.0
1073,0.03
1074,0.03
1075,0.01
1076,0.8056547619047619
1077,0.0
1078,0.0
1079,0.19004761904761902
1080,0.09
1081,0.0
1082,0.06430545480976896
1083,0.47
1084,0.2
1085,0.18497459515029163
1086,0.0
1087,0.05347806895783406
1088,0.55
1089,2.77
1090,2.43
1091,0.0
1092,0.92
1093,0.9974025974025974
1094,0.64
1095,0.09
1096,0.800400522096097
1097,0.11529256402178056
1098,0.0
1099,0.046503968253968256
1100,0.311015406162465
1101,0.01
1102,0.29
1103,0.5
1104,1.48
1105,0.2883371372125578
1106,0.0
1107,0.6
1108,0.04632478632478632
1109,0.0
1110,0.25
1111,0.0
1112,0.41
1113,0.0
1114,0.42
1115,0.08165161635749872
1116,0.1
1117,0.0
1118,0.2070992063492062
1119,0.01
1120,0.32
1121,0.27466666666666667
1122,0.24
1123,0.0
1124,0.42555379458003306
1125,0.6293333333333333
1126,0.59
1127,0.0
1128,0.4658333333333334
1129,0.12333333333333332
1130,0.06666666666666667
1131,0.0
1132,0.0
1133,0.2967777777777778
1134,0.055
1135,0.023333333333333334
1136,0.0
1137,1.12
1138,0.37
1139,0.06244012152066734
1140,2.4901970251970265
1141,0.6111051813683394
1142,0.14016635119266696
1143,0.05522984011137229
1144,0.16688888888888886
1145,0.07
1146,0.1275
1147,0.0
1148,0.0
1149,0.24
1150,0.10958333333333334
1151,0.3650595238095239
1152,0.0
1153,0.35
1154,0.94
1155,0.12
1156,0.19
1157,3.11
1158,2.08
1159,0.2719130499310139
1160,0.605
1161,0.47
1162,0.2
1163,0.0
1164,0.2925
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.2
1171,0.0
1172,0.0
1173,0.0010526315789473684
1174,0.0
1175,0.0
1176,0.0
1177,0.016705738705738705
1178,0.3378095238095237
1179,0.055
1180,0.18
1181,0.10252199932850084
1182,0.21083333333333332
1183,0.0
1184,0.0
1185,0.11114901421073853
1186,0.0
1187,0.0
1188,0.316
1189,1.0
1190,0.0831220621746543
1191,0.0677186995724147
1192,0.0
1193,1.44
1194,0.0
1195,1.16
1196,0.09638095238095237
1197,0.22399999999999998
1198,0.0
1199,0.5
1200,0.04
1201,0.0
1202,0.06954040404040404
1203,0.8
1204,0.0
1205,1.08
1206,0.05885352438339045
1207,0.0
1208,0.0
1209,0.6090873015873017
1210,0.46166666666666667
1211,0.04
1212,1.32
1213,1.12
1214,0.22
1215,0.67
1216,0.86
1217,0.72
1218,0.55
1219,0.05196904460423439
1220,0.0
1221,0.0
1222,0.36
1223,0.05464077427560397
1224,0.26921428571428574
1225,0.0
1226,0.02
1227,0.0
1228,0.67
1229,0.14
1230,0.0
1231,0.64
1232,0.62
1233,0.39333333333333337
1234,0.06815757882954006
1235,1.1
1236,0.08
1237,0.21
1238,0.0
1239,1.64
1240,0.03
1241,0.5
1242,0.061
1243,0.23
1244,0.39
1245,0.061392161688231486
1246,0.81
1247,0.3
1248,0.62
1249,0.02361904761904762
1250,0.03
1251,0.0
1252,0.2119523809523808
1253,0.46
1254,0.36
1255,0.19
1256,0.48
1257,0.05086950601421927
1258,0.0
1259,0.0
1260,0.0
1261,0.287
1262,0.0
1263,0.02
1264,2.01
1265,0.2
1266,0.14666666666666667
1267,0.67
1268,0.055
1269,0.0
1270,0.58
1271,0.1675
1272,0.06244744637679798
1273,0.04
1274,0.0
1275,0.3162619047619047
1276,0.57
1277,0.0
1278,0.0
1279,0.74
1280,0.0
1281,0.53
1282,0.7045555555555558
1283,0.04
1284,1.16
1285,0.11
1286,0.10176939726939721
1287,0.83
1288,0.08394347973148282
1289,0.3
1290,0.2571666666666667
1291,1.18
1292,0.57
1293,0.42
1294,1.02
1295,0.1675
1296,0.15
1297,0.5744761904761905
1298,1.48
1299,0.12
1300,0.11
1301,0.47
1302,0.03
1303,0.0
1304,1.04
1305,0.2333333333333333
1306,0.20615476190476187
1307,0.7305849705849705
1308,0.375
1309,0.0
1310,0.0
1311,0.08900000000000001
1312,0.47
1313,0.565
1314,0.46
1315,0.0
1316,0.54
1317,0.56
1318,0.73
1319,0.3528293650793652
1320,0.8983333333333333
1321,0.286
1322,0.0
1323,0.61
1324,0.5366666666666667
1325,0.42
1326,0.0
1327,0.0
1328,0.13232589609056825
1329,0.05284321794943512
1330,0.0
1331,0.0
1332,0.0
1333,2.5
1334,0.2943381577143186
1335,0.05449180982042737
1336,0.0
1337,1.0
1338,0.7
1339,0.16
1340,0.0
1341,0.0
1342,0.77
1343,0.06823092351629166
1344,0.0
1345,0.05655669856210303
1346,0.0
1347,0.02
1348,0.05208554503284126
1349,0.32
1350,0.0
1351,0.4071190476190476
1352,0.0
1353,0.12
1354,0.01
1355,0.24
1356,0.01
1357,0.05
1358,0.06303053754376216
1359,0.83
1360,0.66
1361,0.23
1362,0.4
1363,0.17
1364,0.34
1365,1.36
1366,0.16896031746031742
1367,0.5111309523809523
1368,0.36
1369,0.0
1370,0.0
1371,0.0
1372,0.10344160955754035
1373,0.05
1374,0.0
1375,0.05
1376,0.42
1377,0.0
1378,0.39
1379,0.0675
1380,0.14
1381,0.05333333333333333
1382,0.20600000000000002
1383,0.46
1384,0.0
1385,0.45
1386,0.11
1387,0.21905591630591614
1388,0.19333333333333333
1389,0.0
1390,0.2948095238095238
1391,0.12006429681429683
1392,0.21
1393,0.0
1394,0.0
1395,0.22404761904761908
1396,0.0
1397,0.36833333333333335
1398,0.195
1399,0.3760665471869033
1400,0.0
1401,0.0
1402,0.5813333333333334
1403,1.2
1404,0.0
1405,0.0
1406,0.0715933129048454
1407,0.0
1408,0.13931421356421353
1409,0.0
1410,0.12416666666666666
1411,0.1096452471862352
1412,0.27909523809523795
1413,0.22365354090354092
1414,0.2523809523809523
1415,0.1780714285714285
1416,0.6668333333333334
1417,0.18
1418,0.21695376475949218
1419,0.055
1420,0.0
1421,0.34
1422,0.07005623951212187
1423,0.22
1424,0.06242046818215211
1425,0.04314287294942833
1426,0.0
1427,0.04733415778097161
1428,0.04
1429,0.12
1430,0.0
1431,0.34
1432,0.0
1433,0.0642857142857143
1434,0.0
1435,0.24015488677988672
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.37
1443,0.64
1444,0.0
1445,0.08900527040039423
1446,0.0
1447,0.0
1448,0.0
1449,0.71
1450,0.0
1451,0.19253647199706564
1452,0.095
1453,0.03
1454,0.0
1455,0.0
1456,0.44233333333333347
1457,0.0
1458,0.13
1459,0.52
1460,0.1
1461,0.0
1462,0.52
1463,0.0
1464,0.06
1465,0.0
1466,0.055
1467,0.0
1468,0.87
1469,0.085
1470,0.11
1471,0.17
1472,0.15
1473,0.4925
1474,0.17
1475,0.96
1476,0.184
1477,0.5275
1478,0.056206343053704734
1479,0.37
1480,0.7483333333333333
1481,0.09
1482,0.2
1483,0.0
1484,0.0
1485,0.0
1486,0.35
1487,0.11582773598950068
1488,0.10153817016317015
1489,0.37
1490,0.0528505230149967
1491,0.434
1492,0.05399999999999999
1493,0.0
1494,0.37
1495,0.05979278156484035
1496,0.18544221618594675
1497,1.71
1498,0.46
1499,0.05615979758676286
1500,0.040054202748239634
1501,0.05803046668499715
1502,0.47
1503,0.0
1504,0.09957784247915827
1505,0.0
1506,0.28
1507,0.0
1508,0.005
1509,0.22
1510,0.07368323180087887
1511,0.10666666666666666
1512,0.0
1513,0.0
1514,0.23
1515,0.0
1516,0.0
1517,0.21164285714285713
1518,0.4391666666666667
1519,0.15642857142857144
1520,0.0
1521,0.23
1522,0.2333333333333333
1523,0.087510506005862
1524,0.17
1525,0.0
1526,0.057450695927913575
1527,0.01
1528,0.0
1529,0.27651124692301166
1530,0.24333333333333332
1531,0.6
1532,0.07
1533,0.0
1534,0.0
1535,0.0
1536,0.66
1537,0.0
1538,0.12
1539,0.09
1540,0.0
1541,0.0
1542,0.0
1543,0.4479087301587302
1544,0.22055555555555556
1545,0.0
1546,0.0
1547,0.11733333333333335
1548,0.04
1549,0.2522063492063492
1550,0.0
1551,1.6
1552,0.0
1553,0.05701136331823503
1554,0.0
1555,0.7440000000000001
1556,0.07400000000000001
1557,0.0
1558,0.22
1559,0.204551948051948
1560,0.02
1561,0.541452380952381
1562,0.0
1563,0.15
1564,0.0
1565,0.0
1566,0.3316666666666667
1567,0.04713071281144035
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.78
1575,0.0
1576,0.0
1577,0.0
1578,0.452183968808969
1579,0.0
1580,0.0
1581,0.0
1582,1.06
1583,0.48
1584,0.09
1585,0.0
1586,0.0
1587,0.24
1588,0.0
1589,0.5062574092574096
1590,0.06337023184933399
1591,0.0
1592,0.0
1593,0.05798504342272345
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.06115078653405142
1603,0.0
1604,0.0
1605,0.06463781221395974
1606,0.0
1607,0.0
1608,1.297
1609,1.36
1610,0.0
1611,0.0
1612,0.0
1613,0.55
1614,0.0
1615,0.71
1616,0.0
1617,0.0
1618,0.14
1619,0.0
1620,0.0
1621,1.02
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.69
1628,0.05580693336238518
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.21748122233803344
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0609454138053209
1644,0.09571428571428571
1645,0.0
1646,0.04
1647,1.16
1648,0.0
1649,0.0
1650,0.0
1651,0.07166666666666667
1652,0.0
1653,0.77
1654,0.24
1655,0.12333333333333334
1656,0.57
1657,0.49
1658,0.0
1659,0.43
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.73
1665,0.0
1666,0.0
1667,0.0
1668,0.36
1669,0.27645623820623805
1670,0.05746203185010896
1671,0.0
1672,0.42
1673,0.231
1674,0.0
1675,0.52
1676,0.0
1677,0.07333333333333333
1678,0.03
1679,0.0
1680,0.7586746031746032
1681,0.15
1682,0.18995993398586272
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.38833333333333336
1688,0.005833333333333333
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.018254329004329006
1694,0.0
1695,0.97
1696,0.0
1697,0.37
1698,0.52
1699,0.19420274170274157
1700,0.34
1701,0.0
1702,0.64
1703,0.38
1704,0.0
1705,0.05422572187662374
1706,0.0
1707,0.0
1708,0.0
1709,0.12749715653545235
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.61
1715,0.20333333333333337
1716,0.08146692398588681
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.385
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.1875074565527351
1735,0.0
1736,0.06
1737,0.1001304997019806
1738,0.3105555555555556
1739,0.0
1740,0.0
1741,0.2358998917748918
1742,0.0
1743,0.0
1744,0.16820238095238094
1745,0.0
1746,0.34
1747,0.29
1748,0.03
1749,0.0
1750,0.0
1751,0.0
1752,0.735
1753,0.0
1754,1.85
1755,0.0
1756,0.0
1757,0.4286666666666667
1758,0.0
1759,0.0
1760,0.5579999999999999
1761,0.0
1762,0.2111111111111111
1763,0.0
1764,0.22163888888888889
1765,1.376666666666667
1766,0.0
1767,0.62
1768,0.0
1769,0.0
1770,0.0
1771,0.14971168623706638
1772,0.024
1773,0.14826728826728816
1774,0.37
1775,0.0
1776,0.0
1777,0.0
1778,0.33
1779,0.0
1780,0.47
1781,0.0
1782,0.26106227106227103
1783,0.0
1784,0.08559963265149023
1785,0.04
1786,0.07
1787,0.01
1788,0.16
1789,0.42
1790,0.0
1791,0.99
1792,0.0
1793,0.54
1794,0.0
1795,0.0
1796,0.0
1797,0.02
1798,0.47
1799,0.052211791381743575
1800,0.0
1801,0.43
1802,0.0
1803,0.0
1804,0.04
1805,0.39
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.22
1814,0.16731349206349205
1815,0.0
1816,0.0
1817,0.07436363854745535
1818,0.0
1819,0.04758136604574886
1820,0.10206493094109191
1821,0.0
1822,0.15091404751079673
1823,0.24204395919395336
1824,0.125
1825,0.0
1826,0.0
1827,0.06049706063867214
1828,0.08
1829,0.72
1830,0.20333333333333337
1831,0.04
1832,0.0
1833,0.21
1834,0.0
1835,0.0
1836,0.0
1837,0.39
1838,0.15320679320679312
1839,0.0
1840,0.03
1841,0.13255661005661
