year,stage,team,week,rank,games,points,goal_difference,goals_for,goals_against,maybeChampion,mayPromote,mayDemote
2012,1,fc_tokyo,16,3,5,12,4,7,3,0,0,0
2012,1,sendai,17,1,6,16,8,14,6,0,0,0
2012,1,nagoya,17,3,6,13,4,10,6,0,0,0
2012,1,g_osaka,17,16,6,4,-5,9,14,0,0,0
2012,1,hiroshima,17,4,6,12,5,9,4,0,0,0
2012,1,sapporo,17,18,6,1,-7,3,10,0,0,0
2012,1,tosu,17,9,6,10,3,6,3,0,0,0
2012,1,kawasaki,17,11,6,7,-1,5,6,0,0,0
2012,1,omiya,17,14,6,5,-6,5,11,0,0,0
2012,1,kashiwa,17,10,6,7,0,9,9,0,0,0
2012,1,kashima,17,17,6,4,-5,3,8,0,0,0
2012,1,urawa,17,2,6,13,5,9,4,0,0,0
2012,1,yokohama_fm,17,15,6,4,-3,4,7,0,0,0
2012,1,niigata,17,13,6,5,-2,4,6,0,0,0
2012,1,c_osaka,17,8,6,10,3,7,4,0,0,0
2012,1,shimizu,17,6,6,12,2,8,6,0,0,0
2012,1,iwata,17,7,6,11,2,9,7,0,0,0
2012,1,kobe,17,12,6,6,-6,5,11,0,0,0
2012,1,fc_tokyo,17,5,6,12,3,8,5,0,0,0
2012,1,sendai,18,1,7,19,12,18,6,0,0,0
2012,1,nagoya,18,2,7,14,4,11,7,0,0,0
2012,1,g_osaka,18,14,7,7,-3,12,15,0,0,0
2012,1,hiroshima,18,4,7,13,5,10,5,0,0,0
2012,1,sapporo,18,18,7,1,-8,5,13,0,0,0
2012,1,tosu,18,5,7,13,4,7,3,0,0,0
2012,1,kawasaki,18,10,7,10,0,8,8,0,0,0
2012,1,omiya,18,12,7,8,-4,7,11,0,0,0
2012,1,kashiwa,18,13,7,7,-2,10,12,0,0,0
2012,1,kashima,18,15,7,7,-4,6,10,0,0,0
2012,1,urawa,18,6,7,13,3,9,6,0,0,0
2012,1,yokohama_fm,18,17,7,4,-4,4,8,0,0,0
2012,1,niigata,18,16,7,5,-3,4,7,0,0,0
2012,1,c_osaka,18,9,7,10,2,9,7,0,0,0
2012,1,shimizu,18,7,7,12,0,9,9,0,0,0
2012,1,iwata,18,3,7,14,3,10,7,0,0,0
2012,1,kobe,18,11,7,9,-4,8,12,0,0,0
2012,1,fc_tokyo,18,8,7,12,-1,8,9,0,0,0
2012,1,sendai,19,1,8,22,13,19,6,0,0,0
2012,1,nagoya,19,6,8,14,3,12,9,0,0,0
2012,1,g_osaka,19,16,8,7,-8,12,20,0,0,0
2012,1,hiroshima,19,2,8,16,8,14,6,0,0,0
2012,1,sapporo,19,18,8,1,-9,6,15,0,0,0
2012,1,tosu,19,5,8,14,4,8,4,0,0,0
2012,1,kawasaki,19,12,8,10,-3,9,12,0,0,0
2012,1,omiya,19,10,8,11,-3,9,12,0,0,0
2012,1,kashiwa,19,14,8,8,-2,11,13,0,0,0
2012,1,kashima,19,11,8,10,1,11,10,0,0,0
2012,1,urawa,19,3,8,16,4,11,7,0,0,0
2012,1,yokohama_fm,19,15,8,7,-2,7,9,0,0,0
2012,1,niigata,19,17,8,5,-4,4,8,0,0,0
2012,1,c_osaka,19,8,8,13,3,12,9,0,0,0
2012,1,shimizu,19,4,8,15,1,10,9,0,0,0
2012,1,iwata,19,7,8,14,2,12,10,0,0,0
2012,1,kobe,19,13,8,9,-6,9,15,0,0,0
2012,1,fc_tokyo,19,9,8,12,-2,8,10,0,0,0
2012,1,sendai,20,1,10,23,12,20,8,0,0,0
2012,1,nagoya,20,10,9,14,2,14,12,0,0,0
2012,1,g_osaka,20,17,9,7,-9,12,21,0,0,0
2012,1,hiroshima,20,3,10,19,10,19,9,0,0,0
2012,1,sapporo,20,18,10,4,-9,8,17,0,0,0
2012,1,tosu,20,5,10,16,4,9,5,0,0,0
2012,1,kawasaki,20,6,10,16,-1,16,17,0,0,0
2012,1,omiya,20,11,10,14,-5,10,15,0,0,0
2012,1,kashiwa,20,15,9,8,-5,13,18,0,0,0
2012,1,kashima,20,14,10,11,-2,11,13,0,0,0
2012,1,urawa,20,4,10,17,3,14,11,0,0,0
2012,1,yokohama_fm,20,13,10,13,0,11,11,0,0,0
2012,1,niigata,20,16,10,8,-5,5,10,0,0,0
2012,1,c_osaka,20,12,10,13,1,13,12,0,0,0
2012,1,shimizu,20,2,10,21,5,14,9,0,0,0
2012,1,iwata,20,7,10,15,1,17,16,0,0,0
2012,1,kobe,20,9,10,15,-2,14,16,0,0,0
2012,1,fc_tokyo,20,8,9,15,0,10,10,0,0,0
2012,1,sendai,21,1,11,24,12,21,9,0,0,0
2012,1,nagoya,21,8,10,17,3,15,12,0,0,0
2012,1,g_osaka,21,17,10,8,-9,13,22,0,0,0
2012,1,hiroshima,21,3,11,19,8,20,12,0,0,0
2012,1,sapporo,21,18,11,4,-10,8,18,0,0,0
2012,1,tosu,21,7,11,17,4,10,6,0,0,0
2012,1,kawasaki,21,10,11,16,-3,16,19,0,0,0
2012,1,omiya,21,12,11,15,-5,11,16,0,0,0
2012,1,kashiwa,21,14,10,11,-3,15,18,0,0,0
2012,1,kashima,21,15,11,11,-5,11,16,0,0,0
2012,1,urawa,21,5,11,18,3,15,12,0,0,0
2012,1,yokohama_fm,21,9,11,16,2,14,12,0,0,0
2012,1,niigata,21,16,11,9,-5,6,11,0,0,0
2012,1,c_osaka,21,13,11,14,1,14,13,0,0,0
2012,1,shimizu,21,2,11,22,5,15,10,0,0,0
2012,1,iwata,21,4,11,18,4,20,16,0,0,0
2012,1,kobe,21,11,11,15,-3,14,17,0,0,0
2012,1,fc_tokyo,21,6,10,18,1,11,10,0,0,0
2012,1,sendai,22,1,12,27,16,25,9,0,0,0
2012,1,nagoya,22,10,11,17,-1,15,16,0,0,0
2012,1,g_osaka,22,16,11,9,-9,13,22,0,0,0
2012,1,hiroshima,22,2,12,22,9,23,14,0,0,0
2012,1,sapporo,22,18,12,4,-17,8,25,0,0,0
2012,1,tosu,22,8,12,17,3,12,9,0,0,0
2012,1,kawasaki,22,7,12,19,-1,18,19,0,0,0
2012,1,omiya,22,12,12,15,-7,11,18,0,0,0
2012,1,kashiwa,22,15,11,14,-2,17,19,0,0,0
2012,1,kashima,22,13,12,14,2,18,16,0,0,0
2012,1,urawa,22,5,12,21,4,16,12,0,0,0
2012,1,yokohama_fm,22,9,12,17,2,14,12,0,0,0
2012,1,niigata,22,17,12,9,-10,7,17,0,0,0
2012,1,c_osaka,22,14,12,14,0,15,15,0,0,0
2012,1,shimizu,22,3,12,22,4,15,11,0,0,0
2012,1,iwata,22,4,12,21,9,26,17,0,0,0
2012,1,kobe,22,11,12,15,-4,16,20,0,0,0
2012,1,fc_tokyo,22,6,11,21,2,14,12,0,0,0
2012,1,sendai,23,1,13,27,15,27,12,0,0,0
2012,1,nagoya,23,13,12,17,-2,15,17,0,0,0
2012,1,g_osaka,23,16,12,9,-10,15,25,0,0,0
2012,1,hiroshima,23,2,13,25,11,26,15,0,0,0
2012,1,sapporo,23,18,13,4,-19,9,28,0,0,0
2012,1,tosu,23,8,13,20,4,15,11,0,0,0
2012,1,kawasaki,23,7,13,22,0,21,21,0,0,0
2012,1,omiya,23,15,13,15,-11,11,22,0,0,0
2012,1,kashiwa,23,12,12,17,0,19,19,0,0,0
2012,1,kashima,23,10,13,17,3,20,17,0,0,0
2012,1,urawa,23,5,13,22,4,17,13,0,0,0
2012,1,yokohama_fm,23,9,13,18,2,14,12,0,0,0
2012,1,niigata,23,17,13,9,-12,7,19,0,0,0
2012,1,c_osaka,23,11,13,17,1,16,15,0,0,0
2012,1,shimizu,23,4,13,23,4,15,11,0,0,0
2012,1,iwata,23,3,13,24,13,30,17,0,0,0
2012,1,kobe,23,14,13,15,-5,17,22,0,0,0
2012,1,fc_tokyo,23,6,12,22,2,15,13,0,0,0
2012,1,sendai,24,1,13,27,15,27,12,0,0,0
2012,1,nagoya,24,13,12,17,-2,15,17,0,0,0
2012,1,g_osaka,24,16,12,9,-10,15,25,0,0,0
2012,1,hiroshima,24,2,13,25,11,26,15,0,0,0
2012,1,sapporo,24,18,13,4,-19,9,28,0,0,0
2012,1,tosu,24,8,13,20,4,15,11,0,0,0
2012,1,kawasaki,24,7,13,22,0,21,21,0,0,0
2012,1,omiya,24,15,13,15,-11,11,22,0,0,0
2012,1,kashiwa,24,12,12,17,0,19,19,0,0,0
2012,1,kashima,24,10,13,17,3,20,17,0,0,0
2012,1,urawa,24,5,13,22,4,17,13,0,0,0
2012,1,yokohama_fm,24,9,13,18,2,14,12,0,0,0
2012,1,niigata,24,17,13,9,-12,7,19,0,0,0
2012,1,c_osaka,24,11,13,17,1,16,15,0,0,0
2012,1,shimizu,24,4,13,23,4,15,11,0,0,0
2012,1,iwata,24,3,13,24,13,30,17,0,0,0
2012,1,kobe,24,14,13,15,-5,17,22,0,0,0
2012,1,fc_tokyo,24,6,12,22,2,15,13,0,0,0
2012,1,sendai,25,1,13,27,15,27,12,0,0,0
2012,1,nagoya,25,13,12,17,-2,15,17,0,0,0
2012,1,g_osaka,25,16,12,9,-10,15,25,0,0,0
2012,1,hiroshima,25,2,13,25,11,26,15,0,0,0
2012,1,sapporo,25,18,13,4,-19,9,28,0,0,0
2012,1,tosu,25,8,13,20,4,15,11,0,0,0
2012,1,kawasaki,25,7,13,22,0,21,21,0,0,0
2012,1,omiya,25,15,13,15,-11,11,22,0,0,0
2012,1,kashiwa,25,12,12,17,0,19,19,0,0,0
2012,1,kashima,25,10,13,17,3,20,17,0,0,0
2012,1,urawa,25,5,13,22,4,17,13,0,0,0
2012,1,yokohama_fm,25,9,13,18,2,14,12,0,0,0
2012,1,niigata,25,17,13,9,-12,7,19,0,0,0
2012,1,c_osaka,25,11,13,17,1,16,15,0,0,0
2012,1,shimizu,25,4,13,23,4,15,11,0,0,0
2012,1,iwata,25,3,13,24,13,30,17,0,0,0
2012,1,kobe,25,14,13,15,-5,17,22,0,0,0
2012,1,fc_tokyo,25,6,12,22,2,15,13,0,0,0
2012,1,sendai,26,1,14,30,18,31,13,0,0,0
2012,1,nagoya,26,11,13,20,-1,18,19,0,0,0
2012,1,g_osaka,26,17,13,9,-11,16,27,0,0,0
2012,1,hiroshima,26,2,14,28,14,30,16,0,0,0
2012,1,sapporo,26,18,14,4,-22,10,32,0,0,0
2012,1,tosu,26,9,14,20,3,15,12,0,0,0
2012,1,kawasaki,26,4,14,25,1,22,21,0,0,0
2012,1,omiya,26,15,14,15,-13,13,26,0,0,0
2012,1,kashiwa,26,10,13,20,2,23,21,0,0,0
2012,1,kashima,26,13,14,17,2,22,20,0,0,0
2012,1,urawa,26,3,14,25,5,19,14,0,0,0
2012,1,yokohama_fm,26,8,14,21,3,15,12,0,0,0
2012,1,niigata,26,16,14,12,-11,8,19,0,0,0
2012,1,c_osaka,26,14,14,17,-2,17,19,0,0,0
2012,1,shimizu,26,6,14,23,3,15,12,0,0,0
2012,1,iwata,26,5,14,24,11,31,20,0,0,0
2012,1,kobe,26,12,14,18,-3,20,23,0,0,0
2012,1,fc_tokyo,26,7,13,22,1,15,14,0,0,0
2012,1,sendai,27,1,15,31,18,31,13,0,0,0
2012,1,nagoya,27,8,14,23,1,20,19,0,0,0
2012,1,g_osaka,27,16,14,12,-7,20,27,0,0,0
2012,1,hiroshima,27,2,15,29,14,30,16,0,0,0
2012,1,sapporo,27,18,15,4,-26,10,36,0,0,0
2012,1,tosu,27,10,15,21,3,16,13,0,0,0
2012,1,kawasaki,27,4,15,26,1,22,21,0,0,0
2012,1,omiya,27,15,15,16,-13,13,26,0,0,0
2012,1,kashiwa,27,11,14,21,2,24,22,0,0,0
2012,1,kashima,27,13,15,18,2,23,21,0,0,0
2012,1,urawa,27,3,15,26,5,19,14,0,0,0
2012,1,yokohama_fm,27,9,15,22,3,15,12,0,0,0
2012,1,niigata,27,17,15,12,-12,8,20,0,0,0
2012,1,c_osaka,27,14,15,17,-4,17,21,0,0,0
2012,1,shimizu,27,7,15,24,3,16,13,0,0,0
2012,1,iwata,27,6,15,24,9,31,22,0,0,0
2012,1,kobe,27,12,15,21,-2,21,23,0,0,0
2012,1,fc_tokyo,27,5,14,25,3,17,14,0,0,0
2012,1,sendai,28,1,16,32,18,33,15,0,0,0
2012,1,nagoya,28,7,16,25,1,23,22,0,0,0
2012,1,g_osaka,28,16,16,13,-11,24,35,0,0,0
2012,1,hiroshima,28,2,16,30,14,32,18,0,0,0
2012,1,sapporo,28,18,16,4,-27,10,37,0,0,0
2012,1,tosu,28,9,16,24,4,17,13,0,0,0
2012,1,kawasaki,28,6,16,26,0,22,22,0,0,0
2012,1,omiya,28,14,16,19,-12,14,26,0,0,0
2012,1,kashiwa,28,4,16,27,7,31,24,0,0,0
2012,1,kashima,28,13,16,19,2,24,22,0,0,0
2012,1,urawa,28,5,16,27,5,20,15,0,0,0
2012,1,yokohama_fm,28,12,16,23,3,16,13,0,0,0
2012,1,niigata,28,17,16,13,-12,9,21,0,0,0
2012,1,c_osaka,28,15,16,18,-4,18,22,0,0,0
2012,1,shimizu,28,10,16,24,2,16,14,0,0,0
2012,1,iwata,28,3,16,27,11,34,23,0,0,0
2012,1,kobe,28,11,16,24,-1,22,23,0,0,0
2012,1,fc_tokyo,28,8,16,25,0,18,18,0,0,0
2012,1,sendai,29,1,17,35,19,34,15,0,0,0
2012,1,nagoya,29,4,17,28,2,25,23,0,0,0
2012,1,g_osaka,29,17,17,13,-12,26,38,0,0,0
2012,1,hiroshima,29,2,17,33,16,34,18,0,0,0
2012,1,sapporo,29,18,17,4,-28,10,38,0,0,0
2012,1,tosu,29,10,17,24,3,20,17,0,0,0
2012,1,kawasaki,29,8,17,27,0,22,22,0,0,0
2012,1,omiya,29,15,17,19,-13,14,27,0,0,0
2012,1,kashiwa,29,7,17,27,6,32,26,0,0,0
2012,1,kashima,29,13,17,22,3,25,22,0,0,0
2012,1,urawa,29,3,17,30,6,24,18,0,0,0
2012,1,yokohama_fm,29,11,17,24,3,17,14,0,0,0
2012,1,niigata,29,16,17,16,-11,10,21,0,0,0
2012,1,c_osaka,29,14,17,19,-4,19,23,0,0,0
2012,1,shimizu,29,9,17,25,2,16,14,0,0,0
2012,1,iwata,29,6,17,27,9,34,25,0,0,0
2012,1,kobe,29,12,17,24,-2,22,24,0,0,0
2012,1,fc_tokyo,29,5,17,28,1,21,20,0,0,0
2012,1,sendai,30,2,18,36,19,34,15,0,0,0
2012,1,nagoya,30,6,18,29,2,25,23,0,0,0
2012,1,g_osaka,30,17,18,13,-13,27,40,0,0,0
2012,1,hiroshima,30,1,18,36,19,37,18,0,0,0
2012,1,sapporo,30,18,18,4,-31,11,42,0,0,0
2012,1,tosu,30,8,18,27,4,21,17,0,0,0
2012,1,kawasaki,30,10,18,27,-3,22,25,0,0,0
2012,1,omiya,30,14,18,20,-13,16,29,0,0,0
2012,1,kashiwa,30,5,18,30,8,37,29,0,0,0
2012,1,kashima,30,11,18,25,4,26,22,0,0,0
2012,1,urawa,30,3,18,31,6,24,18,0,0,0
2012,1,yokohama_fm,30,9,18,27,4,19,15,0,0,0
2012,1,niigata,30,16,18,17,-11,10,21,0,0,0
2012,1,c_osaka,30,15,18,19,-5,19,24,0,0,0
2012,1,shimizu,30,12,18,25,0,19,19,0,0,0
2012,1,iwata,30,4,18,30,12,38,26,0,0,0
2012,1,kobe,30,13,18,25,-2,24,26,0,0,0
2012,1,fc_tokyo,30,7,18,28,0,21,21,0,0,0
2012,1,sendai,31,2,18,36,19,34,15,0,0,0
2012,1,nagoya,31,6,18,29,2,25,23,0,0,0
2012,1,g_osaka,31,17,18,13,-13,27,40,0,0,0
2012,1,hiroshima,31,1,18,36,19,37,18,0,0,0
2012,1,sapporo,31,18,18,4,-31,11,42,0,0,0
2012,1,tosu,31,8,18,27,4,21,17,0,0,0
2012,1,kawasaki,31,10,18,27,-3,22,25,0,0,0
2012,1,omiya,31,14,18,20,-13,16,29,0,0,0
2012,1,kashiwa,31,5,18,30,8,37,29,0,0,0
2012,1,kashima,31,11,18,25,4,26,22,0,0,0
2012,1,urawa,31,3,18,31,6,24,18,0,0,0
2012,1,yokohama_fm,31,9,18,27,4,19,15,0,0,0
2012,1,niigata,31,16,18,17,-11,10,21,0,0,0
2012,1,c_osaka,31,15,18,19,-5,19,24,0,0,0
2012,1,shimizu,31,12,18,25,0,19,19,0,0,0
2012,1,iwata,31,4,18,30,12,38,26,0,0,0
2012,1,kobe,31,13,18,25,-2,24,26,0,0,0
2012,1,fc_tokyo,31,7,18,28,0,21,21,0,0,0
2012,1,sendai,32,2,19,37,19,35,16,0,0,0
2012,1,nagoya,32,8,19,29,1,26,25,0,0,0
2012,1,g_osaka,32,17,19,14,-13,28,41,0,0,0
2012,1,hiroshima,32,1,19,37,19,39,20,0,0,0
2012,1,sapporo,32,18,19,7,-30,13,43,0,0,0
2012,1,tosu,32,9,19,28,4,22,18,0,0,0
2012,1,kawasaki,32,7,19,30,0,26,26,0,0,0
2012,1,omiya,32,15,19,20,-16,17,33,0,0,0
2012,1,kashiwa,32,4,19,33,11,41,30,0,0,0
2012,1,kashima,32,11,19,26,4,28,24,0,0,0
2012,1,urawa,32,3,19,34,8,26,18,0,0,0
2012,1,yokohama_fm,32,6,19,30,7,22,15,0,0,0
2012,1,niigata,32,14,19,20,-9,12,21,0,0,0
2012,1,c_osaka,32,16,19,19,-8,20,28,0,0,0
2012,1,shimizu,32,13,19,25,-3,19,22,0,0,0
2012,1,iwata,32,5,19,30,10,38,28,0,0,0
2012,1,kobe,32,12,19,26,-2,25,27,0,0,0
2012,1,fc_tokyo,32,10,19,28,-2,21,23,0,0,0
2012,1,sendai,33,1,20,38,19,37,18,0,0,0
2012,1,nagoya,33,5,20,32,5,31,26,0,0,0
2012,1,g_osaka,33,17,20,17,-11,31,42,0,0,0
2012,1,hiroshima,33,2,20,37,18,40,22,0,0,0
2012,1,sapporo,33,18,20,7,-34,13,47,0,0,0
2012,1,tosu,33,8,20,31,6,24,18,0,0,0
2012,1,kawasaki,33,9,20,31,0,28,28,0,0,0
2012,1,omiya,33,16,20,20,-18,18,36,0,0,0
2012,1,kashiwa,33,4,20,34,11,42,31,0,0,0
2012,1,kashima,33,12,20,26,2,28,26,0,0,0
2012,1,urawa,33,3,20,35,8,28,20,0,0,0
2012,1,yokohama_fm,33,7,20,31,7,24,17,0,0,0
2012,1,niigata,33,15,20,21,-9,13,22,0,0,0
2012,1,c_osaka,33,14,20,22,-4,24,28,0,0,0
2012,1,shimizu,33,11,20,28,-2,21,23,0,0,0
2012,1,iwata,33,6,20,31,10,40,30,0,0,0
2012,1,kobe,33,13,20,26,-6,26,32,0,0,0
2012,1,fc_tokyo,33,10,20,29,-2,23,25,0,0,0
2012,1,sendai,34,2,21,38,18,38,20,0,0,0
2012,1,nagoya,34,7,21,32,4,33,29,0,0,0
2012,1,g_osaka,34,17,21,18,-11,33,44,0,0,0
2012,1,hiroshima,34,1,21,40,19,42,23,0,0,0
2012,1,sapporo,34,18,21,10,-33,15,48,0,0,0
2012,1,tosu,34,6,21,34,7,26,19,0,0,0
2012,1,kawasaki,34,9,21,31,-1,29,30,0,0,0
2012,1,omiya,34,16,21,20,-19,19,38,0,0,0
2012,1,kashiwa,34,3,21,35,11,43,32,0,0,0
2012,1,kashima,34,12,21,29,3,30,27,0,0,0
2012,1,urawa,34,4,21,35,7,28,21,0,0,0
2012,1,yokohama_fm,34,5,21,34,8,27,19,0,0,0
2012,1,niigata,34,15,21,21,-10,15,25,0,0,0
2012,1,c_osaka,34,14,21,23,-4,26,30,0,0,0
2012,1,shimizu,34,10,21,31,-1,24,25,0,0,0
2012,1,iwata,34,8,21,31,9,41,32,0,0,0
2012,1,kobe,34,13,21,29,-5,27,32,0,0,0
2012,1,fc_tokyo,34,11,21,30,-2,24,26,0,0,0
2012,1,sendai,35,2,22,39,18,38,20,0,0,0
2012,1,nagoya,35,9,22,32,-1,33,34,0,0,0
2012,1,g_osaka,35,16,22,21,-6,38,44,0,0,0
2012,1,hiroshima,35,1,22,43,21,44,23,0,0,0
2012,1,sapporo,35,18,22,10,-35,17,52,0,0,0
2012,1,tosu,35,7,22,34,6,26,20,0,0,0
2012,1,kawasaki,35,10,22,32,-1,31,32,0,0,0
2012,1,omiya,35,15,22,23,-18,20,38,0,0,0
2012,1,kashiwa,35,4,22,36,11,43,32,0,0,0
2012,1,kashima,35,13,22,29,2,31,29,0,0,0
2012,1,urawa,35,3,22,38,8,30,22,0,0,0
2012,1,yokohama_fm,35,5,22,35,8,29,21,0,0,0
2012,1,niigata,35,17,22,21,-12,15,27,0,0,0
2012,1,c_osaka,35,14,22,23,-5,29,34,0,0,0
2012,1,shimizu,35,8,22,34,0,25,25,0,0,0
2012,1,iwata,35,6,22,34,10,45,35,0,0,0
2012,1,kobe,35,11,22,32,-3,31,34,0,0,0
2012,1,fc_tokyo,35,12,22,30,-3,24,27,0,0,0
2012,1,sendai,36,2,23,42,20,41,21,0,0,0
2012,1,nagoya,36,8,23,35,0,34,34,0,0,0
2012,1,g_osaka,36,15,23,24,-1,45,46,0,0,0
2012,1,hiroshima,36,1,23,43,20,44,24,0,0,0
2012,1,sapporo,36,18,23,10,-40,19,59,0,0,0
2012,1,tosu,36,7,23,35,6,26,20,0,0,0
2012,1,kawasaki,36,12,23,32,-2,31,33,0,0,0
2012,1,omiya,36,17,23,23,-20,21,41,0,0,0
2012,1,kashiwa,36,5,23,36,8,43,35,0,0,0
2012,1,kashima,36,13,23,29,1,31,30,0,0,0
2012,1,urawa,36,3,23,41,10,32,22,0,0,0
2012,1,yokohama_fm,36,6,23,35,6,29,23,0,0,0
2012,1,niigata,36,16,23,24,-11,16,27,0,0,0
2012,1,c_osaka,36,14,23,26,-3,31,34,0,0,0
2012,1,shimizu,36,9,23,34,-2,25,27,0,0,0
2012,1,iwata,36,4,23,37,13,48,35,0,0,0
2012,1,kobe,36,11,23,33,-3,31,34,0,0,0
2012,1,fc_tokyo,36,10,23,33,-2,25,27,0,0,0
2012,1,sendai,37,1,24,45,21,43,22,0,0,0
2012,1,nagoya,37,6,24,38,1,35,34,0,0,0
2012,1,g_osaka,37,15,24,24,-4,46,50,0,0,0
2012,1,hiroshima,37,2,24,44,20,45,25,0,0,0
